Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to10,Feature log2 fold change topic 7to10
ENSG00000156959,LHFPL4,116,2.28211,0,-6.4455,3,-3.7495,31,-0.1148,36,0.24923
ENSG00000163719,MTMR14,116,2.88668,22,-0.2011,14,-1.0136,15,-0.8451,14,-1.1709
ENSG00000134072,CAMK1,116,1.43594,50,-0.0040,11,-2.3551,36,-0.5569,60,0.45376
ENSG00000171148,TADA3,116,0.80212,75,0.08484,42,-0.8808,89,0.41227,65,-0.2256
ENSG00000241553,ARPC4,116,0.10022,105,-0.0624,84,-0.4506,91,-0.3096,129,0.44003
ENSG00000214021,TTLL3,116,2.63402,15,-0.9472,33,0.27888,17,-0.8659,13,-1.5641
ENSG00000156990,RPUSD3,116,2.10391,39,0.13546,9,-2.1523,34,-0.0631,28,-0.4915
ENSG00000171135,JAGN1,116,2.66374,26,-0.0866,18,-0.7225,12,-1.3725,19,-0.8318
ENSG00000163703,CRELD1,116,1.24741,56,0.02049,20,-1.6276,29,-1.0961,71,0.64520
ENSG00000163704,PRRT3,116,1.71571,51,0.26931,7,-2.7659,21,-1.1705,52,0.46435
ENSG00000125037,EMC3,116,0.45699,118,0.49046,45,-1.1206,62,-0.5791,106,0.50517
ENSG00000254999,BRK1,116,-0.2377,161,0.29040,68,-1.1552,173,0.46366,147,0.21923
ENSG00000157014,TATDN2,116,1.56561,27,-0.8339,21,-1.3202,34,-0.5277,53,0.32481
ENSG00000157020,SEC13,116,1.89014,45,0.20703,34,-0.2375,23,-0.8932,29,-0.6303
ENSG00000157087,ATP2B2,116,-1.5181,116,-1.5140,13,-4.8346,273,-0.2311,576,2.10097
ENSG00000157103,SLC6A1,116,-0.4286,116,-0.4203,120,-0.4127,228,0.77156,148,-0.0612
ENSG00000196639,HRH1,116,2.51821,5,-2.6599,1,-4.6812,24,-0.3727,31,0.13283
ENSG00000197548,ATG7,116,2.36156,13,-1.3909,18,-0.9340,15,-1.2236,30,-0.1000
ENSG00000144560,VGLL4,116,1.35268,16,-1.7743,41,-0.4201,56,0.11634,49,-0.1405
ENSG00000157152,SYN2,116,-1.3450,404,0.61797,16,-4.3526,253,-0.1601,428,1.27592
ENSG00000075975,MKRN2,116,2.55620,19,-0.6281,13,-1.3444,22,-0.4502,21,-0.6830
ENSG00000132155,RAF1,116,1.93720,87,1.37435,26,-0.6960,14,-1.6141,26,-0.8596
ENSG00000144713,RPL32,116,-3.3636,951,-0.2140,1688,0.84715,1795,0.97740,712,-0.9103
ENSG00000144711,IQSEC1,116,-0.9832,258,0.27441,85,-1.5601,321,0.73506,249,0.33225
ENSG00000163517,HDAC11,116,0.12374,246,1.41477,197,1.21700,73,-0.6595,42,-1.8151
ENSG00000163528,CHCHD4,116,2.36756,32,0.03635,14,-1.3584,30,-0.0803,20,-0.9755
ENSG00000170876,TMEM43,116,2.40036,25,-0.3199,24,-0.4200,22,-0.6057,19,-0.9999
ENSG00000154767,XPC,116,1.12725,32,-0.9404,116,1.37067,38,-0.7453,33,-1.1783
ENSG00000170860,LSM3,116,0.65531,114,0.62337,68,-0.2379,78,0.01613,64,-0.4483
ENSG00000154781,CCDC174,116,1.64676,11,-2.1368,66,0.73404,17,-1.5329,38,-0.3461
ENSG00000225733,FGD5-AS1,116,0.00398,167,0.60283,150,0.48438,129,0.19452,79,-0.8222
ENSG00000177463,NR2C2,116,1.57405,45,-0.0467,29,-0.7738,45,-0.0598,38,-0.4153
ENSG00000131368,MRPS25,116,1.31432,37,-0.5762,29,-1.0164,37,-0.6074,62,0.37222
ENSG00000131381,RBSN,116,0.30351,126,0.43982,91,-0.0967,84,-0.2422,92,-0.0940
ENSG00000131375,CAPN7,116,2.42692,12,-1.4191,31,0.03577,14,-1.2387,22,-0.7327
ENSG00000131370,SH3BP5,116,-0.0021,196,0.86918,124,0.11446,63,-1.0180,118,0.05117
ENSG00000206562,METTL6,116,2.61836,18,-0.6940,17,-0.8274,14,-1.1427,21,-0.6034
ENSG00000144597,EAF1,116,1.85535,42,0.06880,12,-1.9252,21,-1.1080,44,0.25568
ENSG00000206560,ANKRD28,116,1.37863,32,-0.7486,60,0.29860,23,-1.3588,50,-0.0614
ENSG00000131386,GALNT15,116,0.96196,67,0.04053,184,2.36897,30,-1.3054,10,-3.2838
ENSG00000154813,DPH3,116,1.97675,20,-0.9935,27,-0.5627,29,-0.4355,32,-0.3584
ENSG00000131378,RFTN1,116,1.96884,9,-2.1032,6,-2.9274,31,-0.3321,45,0.43581
ENSG00000154822,PLCL2,116,1.48943,26,-0.9779,11,-2.4021,24,-1.1952,69,0.96348
ENSG00000131374,TBC1D5,116,0.72409,70,-0.1040,99,0.53139,55,-0.5177,63,-0.3903
ENSG00000182568,SATB1,116,-0.4149,52,-1.6168,42,-2.0754,134,-0.2070,247,1.50408
ENSG00000183960,KCNH8,116,1.59910,54,0.27966,132,2.42989,3,-3.9062,4,-4.0395
ENSG00000144566,RAB5A,116,-0.0490,113,-0.0817,125,0.08693,102,-0.2784,128,0.16238
ENSG00000114166,KAT2B,116,0.68077,47,-0.7569,139,1.19100,108,0.65370,27,-2.0164
ENSG00000151789,ZNF385D,116,0.59836,19,-2.1363,7,-3.7182,77,-0.0850,125,1.30336
ENSG00000182247,UBE2E2,116,0.94454,66,0.00205,34,-1.0929,32,-1.1898,85,0.70062
ENSG00000170142,UBE2E1,116,1.07388,64,0.08191,77,0.42853,43,-0.6118,47,-0.5500
ENSG00000197885,NKIRAS1,116,1.37521,26,-1.0729,8,-2.8213,37,-0.5655,71,0.85942
ENSG00000174748,RPL15,116,-2.5847,758,0.27621,623,-0.0453,982,0.82756,576,-0.2395
ENSG00000174738,NR1D2,116,0.82699,49,-0.5634,46,-0.7321,62,-0.2256,80,0.34466
ENSG00000151090,THRB,116,-0.2055,61,-1.1969,14,-3.4460,125,-0.0898,216,1.49861
ENSG00000077097,TOP2B,116,-0.5699,103,-0.7471,181,0.15190,157,-0.1026,192,0.36549
ENSG00000151092,NGLY1,116,2.58578,29,0.01009,9,-1.8373,18,-0.7818,22,-0.5903
ENSG00000033867,SLC4A7,116,0.59322,59,-0.4753,36,-1.3178,112,0.61664,83,0.08483
ENSG00000163512,AZI2,116,0.44090,57,-0.6782,64,-0.5625,115,0.49998,88,-0.0117
ENSG00000163527,STT3B,116,0.87284,75,0.15493,72,0.09331,28,-1.4616,73,0.16110
ENSG00000152642,GPD1L,116,1.48983,35,-0.5019,17,-1.6669,28,-0.9440,61,0.59316
ENSG00000091317,CMTM6,116,2.43799,12,-1.4202,25,-0.3590,43,0.65779,10,-2.0539
ENSG00000144635,DYNC1LI1,116,0.99490,38,-0.7909,32,-1.1668,42,-0.7260,84,0.74022
ENSG00000170275,CRTAP,116,0.67218,92,0.29742,124,0.92182,62,-0.3816,47,-1.0228
ENSG00000153558,FBXL2,116,2.02607,13,-1.5671,4,-3.1890,10,-2.0797,53,0.99031
ENSG00000153560,UBP1,116,1.09920,79,0.45358,17,-2.0161,46,-0.4747,70,0.38258
ENSG00000163539,CLASP2,116,-1.1435,385,0.76561,326,0.55984,155,-0.7693,240,-0.0238
ENSG00000170248,PDCD6IP,116,0.73733,79,0.11001,53,-0.5862,55,-0.5214,82,0.26953
ENSG00000172995,ARPP21,116,-0.4429,69,-1.2368,43,-2.0575,101,-0.7224,265,1.74726
ENSG00000178567,EPM2AIP1,116,0.12716,132,0.33527,99,-0.1423,63,-0.8933,125,0.38572
ENSG00000076242,MLH1,116,2.85862,4,-2.7141,20,-0.4357,16,-0.7608,16,-0.9806
ENSG00000093167,LRRFIP2,116,1.13540,27,-1.2025,88,0.75788,29,-1.1816,53,-0.2367
ENSG00000144674,GOLGA4,116,-1.9432,136,-1.6996,783,1.28282,331,-0.3898,414,0.00235
ENSG00000144677,CTDSPL,116,2.02660,24,-0.6921,15,-1.4407,35,-0.0817,32,-0.3169
ENSG00000060971,ACAA1,116,1.09361,116,1.09256,55,-0.1710,51,-0.2762,40,-0.8945
ENSG00000172939,OXSR1,116,1.80608,18,-1.2499,36,-0.2276,28,-0.6326,37,-0.2404
ENSG00000157036,EXOG,116,2.67324,0,-5.5336,15,-1.0295,20,-0.5842,23,-0.4314
ENSG00000114742,WDR48,116,1.00735,51,-0.3426,52,-0.3400,57,-0.1745,62,-0.0567
ENSG00000114745,GORASP1,116,2.00529,45,0.32073,33,-0.1858,29,-0.4296,21,-1.1345
ENSG00000168329,CX3CR1,116,1.92542,27,-0.5715,58,0.78378,49,0.44038,7,-2.9496
ENSG00000144659,SLC25A38,116,2.70431,21,-0.4178,6,-2.2323,10,-1.5929,26,-0.1448
ENSG00000168028,RPSA,116,-2.5988,739,0.21962,785,0.36332,976,0.79495,519,-0.4921
ENSG00000168314,MOBP,116,-4.0064,1040,-0.7631,7043,4.30626,517,-1.9427,164,-4.0454
ENSG00000170011,MYRIP,116,1.67069,25,-0.8820,16,-1.6005,50,0.24814,41,-0.1413
ENSG00000114784,EIF1B,116,-0.3560,109,-0.4478,96,-0.7096,103,-0.5884,207,0.98945
ENSG00000223797,ENTPD3-AS1,116,2.67349,9,-1.6511,40,0.69665,20,-0.5408,8,-2.3446
ENSG00000188846,RPL14,116,-2.1431,429,-0.1569,488,0.05331,810,1.05681,398,-0.3931
ENSG00000172888,ZNF621,116,2.43545,25,-0.3256,38,0.39476,24,-0.3990,10,-2.0774
ENSG00000168036,CTNNB1,116,-0.8097,263,0.49236,167,-0.2706,184,-0.1037,216,0.26519
ENSG00000182606,TRAK1,116,1.04586,34,-0.9042,42,-0.6576,66,0.12668,63,0.03682
ENSG00000187094,CCK,116,-2.6398,312,-1.1699,31,-4.7182,733,0.18147,1170,1.84277
ENSG00000093183,SEC22C,116,1.07444,85,0.55172,68,0.20927,52,-0.2860,42,-0.8067
ENSG00000008324,SS18L2,116,1.80511,16,-1.4047,30,-0.5319,25,-0.8379,42,0.05940
ENSG00000114857,NKTR,116,-0.4502,42,-1.9764,280,1.18507,94,-0.8507,159,0.07868
ENSG00000114853,ZBTB47,116,0.97743,49,-0.4104,98,0.80302,72,0.21605,34,-1.2868
ENSG00000010282,HHATL,116,-0.3643,339,1.44392,321,1.65051,103,-0.6002,39,-2.4742
ENSG00000181061,HIGD1A,116,-0.8060,231,0.28020,168,-0.2568,178,-0.1516,226,0.38048
ENSG00000144647,POMGNT2,116,1.84510,13,-1.6493,9,-2.3303,25,-0.7985,51,0.62802
ENSG00000163788,SNRK,116,1.37993,26,-1.0569,20,-1.5404,40,-0.4249,63,0.52072
ENSG00000160746,ANO10,116,2.16789,19,-0.8852,25,-0.5806,34,-0.0388,23,-0.8405
ENSG00000011198,ABHD5,116,1.91956,9,-2.1469,66,1.03952,26,-0.6740,20,-1.3732
ENSG00000179152,TCAIM,116,2.51097,32,0.12409,19,-0.7314,26,-0.2443,14,-1.4232
ENSG00000185219,ZNF445,116,1.75761,55,0.42661,28,-0.6822,30,-0.5603,33,-0.5211
ENSG00000186448,ZNF197,116,2.44297,15,-1.0551,26,-0.2458,18,-0.8598,21,-0.7961
ENSG00000163807,KIAA1143,116,0.91583,64,-0.0584,79,0.30895,54,-0.3529,55,-0.4359
ENSG00000169964,TMEM42,116,2.49810,32,0.13970,25,-0.3198,26,-0.2397,12,-1.7679
ENSG00000163812,ZDHHC3,116,1.66333,46,0.07261,33,-0.4841,25,-0.9290,41,-0.1992
ENSG00000075914,EXOSC7,116,2.47722,33,0.14498,15,-1.1047,16,-1.0756,22,-0.6498
ENSG00000249992,TMEM158,116,2.08911,27,-0.4240,5,-3.0656,28,-0.4170,37,0.09447
ENSG00000211456,SACM1L,116,1.22267,53,-0.0769,30,-1.0326,36,-0.7539,65,0.35816
ENSG00000163818,LZTFL1,116,2.18179,1,-4.4779,9,-2.1808,19,-0.9809,42,0.55724
ENSG00000163827,LRRC2,116,2.47513,0,-8.2656,2,-4.0198,9,-1.9803,41,0.83373
ENSG00000160799,CCDC12,116,1.37012,36,-0.5461,37,-0.5552,51,-0.0140,47,-0.2307
ENSG00000181555,SETD2,116,-0.0207,67,-0.8699,201,1.06118,60,-1.1149,117,-0.0140
ENSG00000088727,KIF9,116,2.94881,0,-7.9790,9,-1.5588,21,-0.2862,18,-0.7106
ENSG00000114648,KLHL18,116,1.86684,13,-1.6610,20,-1.1328,30,-0.5034,42,0.15134
ENSG00000076201,PTPN23,116,1.77617,59,0.56166,32,-0.4761,33,-0.4201,28,-0.8231
ENSG00000114650,SCAP,116,1.58905,47,0.02219,43,-0.1165,18,-1.4926,43,-0.1268
ENSG00000163832,ELP6,116,2.06495,55,0.69299,25,-0.6178,32,-0.2346,19,-1.2831
ENSG00000114646,CSPG5,116,0.16970,126,0.30941,46,-1.3658,143,0.60106,105,0.02704
ENSG00000173473,SMARCC1,116,-0.0131,50,-1.2923,272,1.79919,114,-0.0419,57,-1.4443
ENSG00000132153,DHX30,116,0.28868,115,0.27584,64,-0.7141,65,-0.6817,120,0.55520
ENSG00000047849,MAP4,116,-1.7833,215,-0.8555,656,1.12630,322,-0.2536,357,-0.0939
ENSG00000164050,PLXNB1,116,0.60153,182,1.39473,136,1.04135,85,0.11743,15,-3.0074
ENSG00000232112,TMA7,116,-1.8592,392,0.00435,369,-0.1027,675,1.07711,328,-0.3987
ENSG00000164054,SHISA5,116,1.02002,92,0.62172,32,-1.1164,70,0.18884,54,-0.3402
ENSG00000010256,UQCRC1,116,-0.7199,193,0.07795,88,-1.2231,173,-0.1078,251,0.85580
ENSG00000213672,NCKIPSD,116,1.13860,20,-1.6605,19,-1.8205,43,-0.5346,82,0.91075
ENSG00000068745,IP6K2,116,1.32737,46,-0.2308,38,-0.5763,34,-0.7665,56,0.14151
ENSG00000114302,PRKAR2A,116,0.51008,117,0.52436,73,-0.2652,72,-0.2891,81,-0.0996
ENSG00000177479,ARIH2,116,0.97169,107,0.83703,63,-0.0405,47,-0.5396,50,-0.5479
ENSG00000178467,P4HTM,116,0.97152,58,-0.1642,21,-1.8131,44,-0.6508,85,0.74158
ENSG00000178252,WDR6,116,1.37073,58,0.19920,49,-0.0908,51,-0.0352,36,-0.7959
ENSG00000178057,NDUFAF3,116,1.06353,54,-0.1983,62,0.01856,56,-0.1606,52,-0.3821
ENSG00000178035,IMPDH2,116,1.14777,84,0.59952,53,-0.1796,48,-0.3575,46,-0.5407
ENSG00000198218,QRICH1,116,1.79312,30,-0.4816,20,-1.1643,24,-0.9434,45,0.19534
ENSG00000172053,QARS,116,1.86380,40,-0.0068,27,-0.6446,32,-0.3702,31,-0.5523
ENSG00000172046,USP19,116,2.85010,3,-3.1338,12,-1.2885,13,-1.0752,22,-0.3476
ENSG00000114316,USP4,116,1.64680,21,-1.1722,29,-0.7485,42,-0.1025,42,-0.1427
ENSG00000067560,RHOA,116,-0.9651,353,0.81747,370,1.06109,212,-0.0250,130,-1.0594
ENSG00000145022,TCTA,116,2.12917,28,-0.3554,20,-0.9500,36,0.03935,24,-0.8206
ENSG00000145029,NICN1,116,1.41261,71,0.55184,12,-2.3159,54,0.11456,47,-0.1776
ENSG00000173402,DAG1,116,1.34294,52,-0.0070,42,-0.3952,61,0.28570,37,-0.7260
ENSG00000164061,BSN,116,-0.2086,128,-0.0510,9,-4.0742,121,-0.1540,204,1.27493
ENSG00000164062,APEH,116,1.27909,25,-1.1964,17,-1.8297,53,-0.0436,65,0.47215
ENSG00000176095,IP6K1,116,0.68359,143,1.04427,34,-1.3388,78,0.03810,70,-0.1956
ENSG00000164076,CAMKV,116,-0.6062,241,0.56291,8,-4.6412,156,-0.1533,255,1.15510
ENSG00000164077,MON1A,116,2.34504,58,0.99566,13,-1.4376,10,-1.8201,24,-0.5883
ENSG00000004534,RBM6,116,0.72944,47,-0.7029,79,0.11051,72,-0.0542,69,-0.1584
ENSG00000003756,RBM5,116,0.27776,141,0.60467,123,0.43591,65,-0.7053,85,-0.3012
ENSG00000114353,GNAI2,116,-0.8136,213,0.14224,374,1.31117,219,0.20793,109,-1.2042
ENSG00000012171,SEMA3B,116,0.25115,310,2.03070,221,1.67741,39,-1.5247,11,-3.7667
ENSG00000114383,TUSC2,116,0.57263,56,-0.5727,30,-1.6264,85,0.08489,103,0.60913
ENSG00000114388,NPRL2,116,2.59209,2,-3.8345,16,-0.9342,19,-0.6576,24,-0.3810
ENSG00000126062,TMEM115,116,2.27186,44,0.47957,15,-1.3080,22,-0.6620,24,-0.7173
ENSG00000088543,C3orf18,116,2.37669,18,-0.8217,14,-1.2713,24,-0.4552,25,-0.4571
ENSG00000088538,DOCK3,116,-0.1231,198,0.75992,42,-1.7932,88,-0.6059,169,0.82033
ENSG00000145050,MANF,116,1.94708,42,0.15613,26,-0.6790,26,-0.6700,30,-0.5088
ENSG00000259956,RBM15B,116,1.91620,51,0.43207,16,-1.4034,31,-0.4063,32,-0.4424
ENSG00000145041,DCAF1,116,2.34711,8,-2.0863,25,-0.3920,14,-1.3833,29,-0.2085
ENSG00000164080,RAD54L2,116,2.20463,9,-2.0011,38,0.20210,20,-0.9176,25,-0.6784
ENSG00000164081,TEX264,116,1.87557,21,-1.0060,29,-0.5257,32,-0.3490,34,-0.3340
ENSG00000180929,GPR62,116,2.56051,68,1.45335,49,1.02792,1,-5.1808,1,-4.6266
ENSG00000090097,PCBP4,116,0.87284,198,1.87157,117,1.05451,24,-1.6756,21,-2.1895
ENSG00000248487,ABHD14A,116,1.26298,98,0.96015,14,-2.1712,44,-0.3925,55,-0.0049
ENSG00000162244,RPL29,116,-1.9276,472,0.22967,620,0.79631,611,0.76812,261,-0.9617
ENSG00000164086,DUSP7,116,2.14669,47,0.47037,32,-0.1440,17,-1.2012,22,-0.9673
ENSG00000023330,ALAS1,116,2.47477,21,-0.5349,13,-1.3609,8,-2.1019,30,0.01937
ENSG00000247596,TWF2,116,1.44878,40,-0.3481,18,-1.6236,30,-0.8677,61,0.53570
ENSG00000164091,WDR82,116,-0.6945,242,0.47992,100,-0.9976,141,-0.4332,241,0.78198
ENSG00000163930,BAP1,116,0.53860,59,-0.5412,39,-1.2725,135,0.94593,77,-0.1750
ENSG00000010322,NISCH,116,0.08505,156,0.57235,53,-1.2213,121,0.17020,120,0.21592
ENSG00000168273,SMIM4,116,2.70431,4,-2.7105,16,-0.8700,20,-0.5065,20,-0.6835
ENSG00000163939,PBRM1,116,0.64032,39,-1.0554,122,0.85764,60,-0.4610,66,-0.3967
ENSG00000163938,GNL3,116,0.93663,30,-1.2108,54,-0.3332,41,-0.7874,80,0.50835
ENSG00000016864,GLT8D1,116,2.16391,48,0.52774,15,-1.3202,20,-0.8744,27,-0.5123
ENSG00000114902,SPCS1,116,0.09694,115,0.08390,99,-0.1745,110,0.01036,111,0.03561
ENSG00000163931,TKT,116,0.23220,112,0.17522,84,-0.3037,98,-0.0321,102,0.04910
ENSG00000272886,DCP1A,116,1.93796,11,-1.8144,36,-0.1028,23,-0.8861,35,-0.2276
ENSG00000157388,CACNA1D,116,2.13738,11,-1.7529,16,-1.2806,15,-1.4197,40,0.35935
ENSG00000016391,CHDH,116,1.86220,14,-1.5321,53,0.51503,57,0.66221,12,-2.1757
ENSG00000113811,SELENOK,116,0.37374,80,-0.2188,98,0.12249,128,0.61856,68,-0.6671
ENSG00000157445,CACNA2D3,116,2.23706,7,-2.2205,6,-2.7114,14,-1.4477,43,0.65562
ENSG00000187672,ERC2,116,-0.6374,97,-0.9126,103,-0.8883,192,0.18083,234,0.80354
ENSG00000180376,CCDC66,116,1.17847,12,-2.3767,92,0.92205,24,-1.4053,53,-0.1802
ENSG00000163946,TASOR,116,0.97455,35,-0.9249,110,1.04732,47,-0.5556,45,-0.7813
ENSG00000163947,ARHGEF3,116,1.21595,63,0.18537,4,-3.9107,28,-1.1597,80,0.96622
ENSG00000157500,APPL1,116,-0.1013,94,-0.4269,132,0.11891,106,-0.2694,137,0.26345
ENSG00000174840,PDE12,116,2.06954,52,0.60515,29,-0.4000,20,-0.9685,24,-0.8882
ENSG00000168374,ARF4,116,1.18146,42,-0.5025,42,-0.5358,39,-0.6666,63,0.25372
ENSG00000163681,SLMAP,116,0.33780,49,-1.0082,106,0.21517,89,-0.0925,96,0.05782
ENSG00000136068,FLNB,116,2.46632,49,0.79718,39,0.46923,6,-2.4083,11,-1.8546
ENSG00000163686,ABHD6,116,1.44915,78,0.75734,62,0.41878,19,-1.5968,35,-0.7612
ENSG00000163684,RPP14,116,2.44458,24,-0.3891,16,-1.0937,17,-0.9732,25,-0.4557
ENSG00000168297,PXK,116,-0.4139,259,0.89729,439,2.47877,33,-2.4268,47,-2.2234
ENSG00000168291,PDHB,116,1.11738,57,-0.0536,44,-0.5247,41,-0.6440,63,0.13760
ENSG00000168301,KCTD6,116,2.50689,29,-0.0520,19,-0.7182,14,-1.2340,21,-0.7199
ENSG00000168309,FAM107A,116,-2.4929,418,-0.5685,1195,1.40226,1011,1.02178,264,-1.6384
ENSG00000144724,PTPRG,116,1.78350,15,-1.5563,9,-2.3944,52,0.39778,41,-0.0375
ENSG00000114405,C3orf14,116,0.66636,79,0.04888,26,-1.7654,73,-0.0956,94,0.52092
ENSG00000153266,FEZF2,116,2.27030,57,0.90323,6,-2.5751,31,-0.1090,20,-0.9958
ENSG00000163618,CADPS,116,-0.3741,85,-0.8421,15,-3.5138,76,-1.1094,271,2.07473
ENSG00000163630,SYNPR,116,-0.1370,172,0.50374,8,-4.2053,123,-0.0499,178,0.95772
ENSG00000163634,THOC7,116,0.21649,53,-1.0096,66,-0.7314,119,0.30457,118,0.39177
ENSG00000163635,ATXN7,116,2.81703,4,-2.7024,19,-0.5700,13,-1.1946,19,-0.6273
ENSG00000163636,PSMD6,116,1.43998,43,-0.2283,37,-0.4940,34,-0.6722,49,-0.0278
ENSG00000163637,PRICKLE2,116,0.51603,130,0.71041,15,-2.6729,67,-0.4067,108,0.65809
ENSG00000151276,MAGI1,116,0.28570,63,-0.6709,74,-0.4815,38,-1.5487,142,1.07966
ENSG00000144741,SLC25A26,116,2.20619,53,0.74466,12,-1.7304,25,-0.5227,24,-0.7362
ENSG00000144749,LRIG1,116,0.90708,39,-0.8415,69,0.05824,150,1.68742,19,-2.3365
ENSG00000172340,SUCLG2,116,2.33110,8,-2.0896,40,0.42679,44,0.60317,7,-2.7673
ENSG00000183662,TAFA1,116,2.58004,0,-8.2016,0,-7.0422,9,-1.8869,38,0.78861
ENSG00000144747,TMF1,116,0.27616,40,-1.3734,114,0.28164,76,-0.4261,110,0.29743
ENSG00000144744,UBA3,116,1.38006,70,0.49146,41,-0.3991,33,-0.7462,45,-0.2986
ENSG00000144746,ARL6IP5,116,-1.2088,260,0.04342,294,0.27663,175,-0.6415,304,0.47424
ENSG00000114541,FRMD4B,116,0.44955,184,1.25100,267,2.61567,9,-3.5620,7,-4.2752
ENSG00000187098,MITF,116,3.10519,21,-0.1461,35,0.75747,1,-4.2147,6,-2.4371
ENSG00000114861,FOXP1,116,-0.5218,60,-1.5272,123,-0.4723,99,-0.8370,249,1.26436
ENSG00000163412,EIF4E3,116,0.97807,47,-0.5038,32,-1.1455,60,-0.1209,74,0.34966
ENSG00000170837,GPR27,116,2.13915,15,-1.2974,24,-0.6068,26,-0.5147,29,-0.3835
ENSG00000163602,RYBP,116,0.19729,194,1.06502,147,0.68217,60,-0.9009,75,-0.6788
ENSG00000163605,PPP4R2,116,0.43759,61,-0.5803,115,0.49000,69,-0.4394,85,-0.0937
ENSG00000121440,PDZRN3,116,2.78242,0,-6.6399,7,-2.0789,12,-1.2547,27,0.08924
ENSG00000185008,ROBO2,116,0.71310,108,0.59087,8,-3.4964,40,-1.0758,108,1.02026
ENSG00000169855,ROBO1,116,2.04936,17,-1.1210,36,-0.0075,20,-0.9762,29,-0.4730
ENSG00000175161,CADM2,116,-2.0704,526,0.24825,318,-0.6022,286,-0.7820,664,1.10594
ENSG00000083937,CHMP2B,116,0.56340,57,-0.5543,137,1.00812,51,-0.8127,67,-0.4403
ENSG00000163320,CGGBP1,116,0.79242,86,0.30318,50,-0.6175,72,0.01914,67,-0.1470
ENSG00000175105,ZNF654,116,2.27924,7,-2.2940,28,-0.2575,18,-1.0331,28,-0.3357
ENSG00000169379,ARL13B,116,2.54223,10,-1.5823,33,0.23801,18,-0.7920,16,-1.2626
ENSG00000178700,DHFR2,116,2.69338,5,-2.5654,35,0.44637,24,-0.2064,9,-2.1418
ENSG00000269028,MTRNR2L12,116,-5.7985,1682,-1.9046,6988,0.33290,11007,1.27651,5143,-0.2921
ENSG00000080200,CRYBG3,116,1.33937,40,-0.4224,119,1.71846,27,-1.0860,19,-1.9487
ENSG00000170854,RIOX2,116,2.36190,50,0.75840,22,-0.5872,15,-1.2250,19,-1.0860
ENSG00000080822,CLDND1,116,-2.0666,1397,2.01928,1225,2.25771,110,-2.2740,78,-3.1484
ENSG00000080819,CPOX,116,1.63200,74,0.82647,64,0.66853,17,-1.6250,24,-1.2419
ENSG00000064225,ST3GAL6,116,2.72120,16,-0.7868,12,-1.3523,9,-1.7001,24,-0.2701
ENSG00000184220,CMSS1,116,0.63186,64,-0.3193,53,-0.6810,53,-0.6742,99,0.59080
ENSG00000168386,FILIP1L,116,2.47221,15,-1.0345,2,-3.6479,7,-2.3416,38,0.58840
ENSG00000036054,TBC1D23,116,2.16085,11,-1.7496,24,-0.6177,22,-0.7949,32,-0.1826
ENSG00000154174,TOMM70,116,0.45382,78,-0.1820,46,-1.0974,55,-0.7937,120,0.86319
ENSG00000114354,TFG,116,1.31493,46,-0.2290,48,-0.1716,32,-0.8724,53,-0.0298
ENSG00000138468,SENP7,116,1.70301,15,-1.6257,65,0.78295,27,-0.8201,30,-0.8151
ENSG00000174173,TRMT10C,116,1.49037,22,-1.2169,26,-1.0397,32,-0.7272,58,0.45128
ENSG00000081154,PCNP,116,-0.0998,87,-0.5538,134,0.15740,145,0.29711,118,-0.1049
ENSG00000066422,ZBTB11,116,1.18944,75,0.43862,41,-0.5525,38,-0.6727,55,-0.0861
ENSG00000114391,RPL24,116,-2.5668,493,-0.3900,744,0.30323,1030,0.95469,538,-0.3637
ENSG00000182504,CEP97,116,1.20768,111,1.13940,72,0.44106,33,-0.9219,32,-1.1649
ENSG00000144815,NXPE3,116,0.22395,191,1.06823,169,1.01406,44,-1.3902,69,-0.8236
ENSG00000170017,ALCAM,116,-1.0241,381,0.88372,516,1.77254,131,-0.9104,112,-1.4150
ENSG00000242759,LINC00882,116,1.36496,16,-1.7658,47,-0.1825,61,0.29919,43,-0.4362
ENSG00000243701,DUBR,116,2.46636,12,-1.3555,50,0.99273,5,-2.8234,16,-1.3125
ENSG00000114439,BBX,116,-0.7549,218,0.24301,492,2.13385,112,-0.8814,84,-1.6090
ENSG00000196776,CD47,116,-0.2844,169,0.32485,102,-0.5346,97,-0.6085,176,0.62069
ENSG00000114446,IFT57,116,1.16845,21,-1.5271,24,-1.4114,38,-0.7058,79,0.84088
ENSG00000198919,DZIP3,116,-0.1503,50,-1.4304,110,-0.2589,109,-0.2688,167,0.72789
ENSG00000177707,NECTIN3,116,2.35819,1,-5.0668,16,-1.1211,20,-0.7567,32,0.01076
ENSG00000144827,ABHD10,116,1.41387,33,-0.6384,33,-0.7078,35,-0.6140,54,0.18890
ENSG00000144834,TAGLN3,116,-1.0266,148,-0.6522,29,-3.1899,176,-0.4290,392,1.80036
ENSG00000091972,CD200,116,0.79567,70,-0.0369,26,-1.6233,41,-0.9205,98,0.86785
ENSG00000144848,ATG3,116,0.85984,120,0.92260,105,0.79996,36,-1.0886,43,-1.0017
